Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,Change_1D_pct,Change_5D_pct
2024-01-01,1280.795398303561,1293.8488097378856,1277.122509429243,1285.6097412109375,4030540,,,,,,,,,,
2024-01-02,1283.0039664322292,1297.8937610136477,1277.0480485996618,1296.255859375,7448800,,,,,,,,,0.8280987474499568,
2024-01-03,1295.412048372221,1307.3238832997818,1279.132516403198,1282.16015625,9037536,,,,,,,,,-1.0874167335911844,
2024-01-04,1284.4928354763,1295.337616733607,1280.0755785995668,1288.7860107421875,9612778,,,,,,,,,0.5167727650784659,
2024-01-05,1291.888116528752,1300.3009471094986,1289.456165302221,1294.2705078125,8086406,,,,,,,,,0.42555529192578323,
2024-01-08,1295.412156841061,1306.3064992127524,1275.0379299096924,1284.17041015625,7734652,,,,,,,,,-0.7803699145799592,-0.11195707441760128
2024-01-09,1290.4487513775189,1293.8237954235035,1279.132484246134,1280.7703857421875,5403074,,,,,,,,,-0.2647642701601227,-1.1946309457979143
2024-01-10,1279.0333061103788,1319.7320764251056,1278.0654937339266,1315.3148193359375,11102740,,,,,,,,,2.697160551048494,2.5858441259714926
2024-01-11,1319.7321386109766,1352.489686993197,1318.7394856296971,1349.9088134765625,23725852,,,,,,,,,2.6300923271046495,4.742664975015942
2024-01-12,1349.9087552154865,1363.2350482099334,1335.8626919019084,1360.6541748046875,15012164,,,,,,,,,0.7960064576844506,5.129041154185399
2024-01-15,1364.897715738619,1386.190071634762,1355.9638397810568,1383.8822021484375,8610594,,,,,,,,,1.7071220427544942,7.764685372251745
2024-01-16,1379.7627106993225,1386.0413130880693,1360.4308194226976,1364.5255126953125,9069024,,,,,,,,,-1.3987237803242403,6.5394334445506574
2024-01-17,1349.5117047016763,1376.0900120502974,1345.0696069219948,1351.5714111328125,12197382,,,,,,,,,-0.9493484322555479,2.7564953472644538
2024-01-18,1341.4712027363942,1360.92717605878,1341.3222805612156,1357.8995361328125,10279438,,,67.71881508428697,,,,,,0.4682050055125231,0.5919453652332818
2024-01-19,1365.890429247957,1365.890429247957,1349.015329468004,1357.4031982421875,10422704,,,67.4453993846499,,,,,,-0.036551886013491686,-0.23892746758864547
2024-01-23,1361.671682300463,1361.671682300463,1312.8332056966303,1318.8138427734375,20055420,,,50.40550655175298,,,,,,-2.8428808417957585,-4.701871248433087
2024-01-24,1325.4149927095905,1339.5851376107455,1314.1980872328545,1334.00146484375,21919128,,,55.20256107261643,,,,,,1.1516122729174016,-2.236971574922708
2024-01-25,1333.0831783387705,1354.1274927557365,1325.390118278632,1343.1337890625,11808872,,,57.84306287959739,,,,,,0.684581273665974,-0.6242823724157187
2024-01-29,1354.474931519067,1441.8283899094502,1350.1817560391485,1437.4111328125,23893438,,,74.53223552820401,,,,,,7.019207209119882,5.855484486439266
2024-01-30,1449.223597164783,1449.2484377227322,1394.1066401470152,1397.2830810546875,14093978,1334.1913024902344,,63.08462816111676,,,,1419.7073975696073,1248.6752074108615,-2.791689228070482,2.937954092353978
2024-01-31,1393.6846609266845,1423.7124109217216,1392.1956815880876,1416.1434326171875,15130226,1340.7179870605469,,65.74749419810297,,,,1430.2378662992119,1251.1981078218819,1.3497874423745282,7.380085550138604
2024-02-01,1424.4569627393994,1432.745590517861,1407.631543948549,1416.1683349609375,13349362,1346.7136108398438,,65.75100709173743,,,,1439.52090366151,1253.9063180181777,0.0017584619733002071,6.159428777449771
2024-02-02,1422.6455164089482,1464.0639387350582,1422.6455164089482,1446.990234375,19652588,1354.9551147460938,,69.86987148749081,,,,1452.5212697383106,1257.388959753877,2.1764290764849425,7.732397632926147
2024-02-05,1450.0177530325548,1459.6961190035065,1421.007495677393,1428.452392578125,8814432,1361.9384338378907,,64.82061651453583,,,,1459.553942455229,1264.3229252205524,-1.281131092421095,-0.6232552420020521
2024-02-06,1431.256637826339,1431.256637826339,1409.3934322746634,1417.3099365234375,9047984,1368.0904052734375,,61.923924821468255,,,,1463.3522104834065,1272.8286000634685,-0.7800369205568813,1.4332711631800166
2024-02-07,1425.3752031215413,1438.8504181404362,1418.7491963623445,1431.554443359375,9296568,1375.4596069335937,,64.13072440762858,33.134399048882415,,,1466.314517144164,1284.6046967230234,1.005038239615974,1.0882379840371215
2024-02-08,1439.3467435794869,1448.752105824393,1417.0368932886952,1439.4708251953125,14694634,1383.39462890625,,65.33323265351765,33.67380241851242,,,1467.2339627850897,1299.5552950274105,0.5529920201540195,1.645460476633076
2024-02-09,1443.31729322881,1461.160204582695,1440.2896534634558,1450.0177001953125,12556798,1390.1297729492187,,66.9241870569451,34.554011013880654,,,1472.64243788922,1307.6171080092174,0.7326911261691604,0.20922503472320386
2024-02-12,1450.017752117624,1450.2659153474915,1431.7529141646626,1441.679443359375,6674430,1394.7183044433593,,64.40756822533325,34.184695139990254,,,1477.9772377665108,1311.4593711202078,-0.5750451759874653,0.925970711377877
2024-02-13,1444.806250056761,1468.1335924657844,1443.3172707540573,1454.335693359375,7715594,1399.4023803710938,,66.46867062724054,34.515391305574894,,,1484.977267666062,1313.8274930761256,0.87788239322526,2.6123966171266
2024-02-14,1446.7916226083244,1472.749520552248,1446.7916226083244,1470.4912109375,7117888,1403.7328308105468,,68.9411242507167,35.66990518734383,,,1494.3451881982649,1313.1204734228288,1.1108520303732217,2.719894291044467
2024-02-15,1472.4517353218182,1473.8166331337911,1455.7503978374216,1459.79541015625,10006782,1408.4963256835938,,65.49777524488599,35.31471793623882,,,1500.3712165926893,1316.6214347744983,-0.7273624419986136,1.4119483775004493
2024-02-16,1465.6271998466532,1466.1483668657747,1447.8339689108675,1449.843994140625,9767498,1413.4099548339843,,62.37617228923212,33.84014524610666,,,1503.0662838458934,1323.7536258220753,-0.6816993632388413,-0.01197958167435953
2024-02-19,1451.30825618237,1468.630001238923,1442.8458657695369,1463.17041015625,6729828,1418.6734985351563,,64.79585323945606,33.36228649302052,34.11062843462011,-0.7483419415995911,1507.0272026375599,1330.3197944327528,0.9191620663659084,1.4906896880486187
2024-02-20,1464.1878968342885,1464.659382736365,1451.0600862084646,1460.21728515625,7117496,1423.8142028808593,,63.816406953413036,32.372121811907164,33.76292711007752,-1.3908052981703563,1509.2251914344467,1338.4032143272718,-0.20183055777382997,0.4044177574497265
2024-02-21,1463.170510366537,1477.5888193115914,1446.8414171157522,1456.916748046875,12720292,1430.7193481445313,,62.676097224838884,30.964147983940393,33.20317128485009,-2.2390233009097003,1502.2627155240964,1359.1759807649662,-0.22603054647595267,-0.9231243811359313
2024-02-22,1457.36346935178,1474.0399663973683,1447.2880175600008,1470.863525390625,18493728,1437.562451171875,,65.48282119799929,30.620730237497355,32.68668307537955,-2.065952837882193,1495.722423516715,1379.4024788270349,0.9572803224650261,0.7581963306207529
2024-02-23,1478.556551746289,1486.5474563697878,1472.4517119404402,1482.6512451171875,14438584,1444.5383239746093,,67.69406003424953,30.94304747716069,32.33795595573578,-1.3949084785750898,1487.0962445070804,1401.9804034421381,0.8014149187248298,2.2628124894229495
2024-02-26,1482.5768223248915,1483.5446346905887,1471.607959051116,1476.3974609375,7513106,1446.4876403808594,,65.30384546873918,30.34407053689688,31.939178871968004,-1.5951083350711244,1491.083815251281,1401.8914655104377,-0.42179738494019237,0.9039993352406128
2024-02-27,1472.1291493159845,1488.9297276070065,1467.1907251784094,1474.73486328125,10826044,1450.3602294921875,,64.65028507103885,29.39635636283697,31.430614370141797,-2.034258007304828,1490.4126253754907,1410.3078336088843,-0.1126117932493731,0.9942067028364532
2024-02-28,1472.1042938560004,1480.3185210789975,1439.5205099276588,1444.930419921875,8647950,1451.799578857422,,54.181899027647276,25.9412816124659,30.33274781860662,-4.39146620614072,1488.781280255938,1414.8178774589057,-2.021003510628405,-0.822718809504297
2024-02-29,1454.2365988812116,1468.1088998815817,1443.8385832706604,1450.0675048828125,23628976,1453.4945373535156,,55.518820794379586,23.348483025868745,28.935894860059044,-5.5874118341902985,1486.703536267118,1420.2855384399134,0.35552472908801924,-1.4138647229211543
2024-03-01,1452.7475417409498,1488.979373154373,1451.7548888255135,1481.1622314453125,12132926,1455.2031372070312,,62.627318752596366,23.531499551031857,27.855015798253607,-4.32351624722175,1490.3570761446538,1420.0491982694086,2.1443640697963895,-0.10042912497316703
2024-03-04,1479.524373681886,1501.337897909408,1476.2982516112518,1496.3250732421875,10024420,1458.5967712402344,,65.52090206441366,24.616294754815954,27.20727158956608,-2.5909768347501263,1495.8098693649613,1421.3836731155075,1.0237124249434348,1.3497457718488315
2024-03-05,1494.712091681268,1496.3251528023525,1475.1320355384912,1489.177978515625,7107668,1462.1901733398438,,63.043175194687834,24.61553934079211,26.688925139811285,-2.0733857990191744,1496.530907474983,1427.8494392047046,-0.4776431842498208,0.9793702986202746
2024-03-06,1482.477391937893,1497.9131926576536,1467.6372798835923,1491.957275390625,7805676,1465.2103149414063,,63.6193236679351,24.55613881737372,26.262367875323775,-1.706229057950054,1498.8600917962303,1431.5605380865823,0.18663295556990978,3.254610382643386
2024-03-07,1491.9325571368477,1492.056638756749,1464.7091224345347,1468.059326171875,8315726,1466.6397399902344,,55.59374956986583,22.323368796478007,25.47456805955462,-3.151199263076613,1498.1556655679324,1435.1238144125364,-1.6017850921698162,1.2407574977357116
2024-03-11,1478.060279979328,1478.060279979328,1452.747629113329,1455.8248291015625,11277130,1466.9300964355468,,51.978634714964585,19.343678913568738,24.248390230357447,-4.90471131678871,1497.9309086132116,1435.929284257882,-0.8333789276905645,-1.710643291182623
2024-03-12,1455.8247263461558,1477.0675227494196,1454.261346490045,1464.5849609375,9432678,1468.075372314453,,54.271569150085604,17.487537198332348,22.89621962395243,-5.408682425620082,1496.8744098724314,1439.2763347564746,0.6017298002358951,-2.121204334023097
2024-03-13,1468.9029635812572,1472.2034859914554,1417.2850129833478,1421.6527099609375,13522134,1466.4412231445312,1407.095458984375,43.34761152703578,12.40921199084778,20.798818097331498,-8.389606106483718,1501.2544354448576,1431.628010844205,-2.9313595401854298,-4.534398811214957
