Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,Change_1D_pct,Change_5D_pct
2024-01-01,3482.492749322785,3521.085017257233,3466.8720694445565,3501.880859375,825907,,,,,,,,,,
2024-01-02,3501.881057224548,3501.881057224548,3461.588799764739,3476.24462890625,1344068,,,,,,,,,-0.7320703215849989,
2024-01-03,3461.358834441872,3465.8154121881867,3387.8957418477744,3392.21435546875,1803075,,,,,,,,,-2.4172715791851207,
2024-01-04,3401.4030536919613,3417.2534494983192,3354.770729797893,3369.288818359375,3598144,,,,,,,,,-0.6758280788599191,
2024-01-05,3376.8236872126063,3443.6710132655903,3376.685947407125,3434.6201171875,1963127,,,,,,,,,1.939023406724072,
2024-01-08,3434.6195957019763,3436.3195828150965,3374.434039802681,3379.85546875,1067805,,,,,,,,,-1.5944892468150118,-3.4845671661936084
2024-01-09,3408.9376626935145,3447.8976104439284,3383.944619877953,3390.514404296875,1370944,,,,,,,,,0.31536660799336147,-2.466173522326265
2024-01-10,3390.606769711953,3426.6721669236586,3388.769042465497,3411.78662109375,1292227,,,,,,,,,0.6274038172471963,0.5769760862383677
2024-01-11,3421.847774755498,3466.872087581228,3406.227094795551,3432.460693359375,1777909,,,,,,,,,0.6059602947559917,1.8749320229175526
2024-01-12,3535.787173361786,3588.392115065258,3511.5292637762777,3567.763671875,6813450,,,,,,,,,3.941865343932105,3.8765147278216894
2024-01-15,3638.699656941088,3643.293974689752,3569.784890711143,3587.0595703125,2801505,,,,,,,,,0.5408401512020378,6.130561010028401
2024-01-16,3582.6489229025124,3582.6489229025124,3542.7243471738425,3548.0078125,1432672,,,,,,,,,-1.0886843958685,4.645118392758629
2024-01-17,3509.13970108832,3592.7102914180577,3503.213076388841,3569.417236328125,3458696,,,,,,,,,0.6034209888912123,4.620178010541642
2024-01-18,3581.7301691267776,3591.6539404750943,3548.6510808536727,3585.95703125,2239110,,,64.24219034611124,,,,,,0.4633752186082196,4.47190373330677
2024-01-19,3650.170432512258,3667.334143476537,3622.458790884181,3648.3662109375,2941975,,,70.10311861499687,,,,,,1.7403772310608412,2.2591894103832333
2024-01-23,3608.533623667628,3639.9000178846713,3555.5622006022504,3569.90380859375,2618854,,,57.371358628905796,,,,,,-2.150617504035812,-0.4782681018385082
2024-01-24,3590.028183123641,3593.4053099998555,3521.1885578051592,3554.68310546875,2657709,,,55.274199600631015,,,,,,-0.42636171563950054,0.18814200310472984
2024-01-25,3552.924816553991,3572.447997496506,3496.298646388011,3525.537109375,2205154,,,51.39961650855464,,,,,,-0.819932332333928,-1.2293358844836177
2024-01-29,3516.747365220146,3534.512408586967,3498.288373082006,3516.932373046875,1646747,,,50.27906188883774,,,,,,-0.24406880600529313,-1.924860158713737
2024-01-30,3522.900107152383,3560.234639498123,3503.978483467616,3516.515869140625,1411621,3498.95048828125,,50.221988553704875,,,,3660.240793891756,3337.660182670744,-0.01184281817421251,-3.613955786609324
